frame_index,timestamp_sec,track_id,vehicle_class,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crossed_line,counted
62,2.0687333333333333,36,car,0.7678014039993286,801,48,878,109,False,False
62,2.0687333333333333,37,car,0.7066635489463806,683,106,770,204,False,False
62,2.0687333333333333,19,car,0.3847928047180176,676,23,727,68,False,False
62,2.0687333333333333,62,car,0.3668046295642853,747,0,787,18,False,False
63,2.1021,5,car,0.8076958656311035,748,469,986,719,True,True
63,2.1021,15,car,0.6741103529930115,558,75,636,147,False,False
63,2.1021,35,car,0.58737713098526,968,253,1209,455,True,True
63,2.1021,36,car,0.7630322575569153,805,51,883,115,False,False
63,2.1021,37,car,0.6494511365890503,684,113,774,215,False,False
63,2.1021,19,car,0.41997477412223816,678,26,729,71,False,False
63,2.1021,62,car,0.4937480688095093,749,1,790,20,False,False
64,2.135466666666667,5,car,0.7528249621391296,775,520,981,720,True,True
64,2.135466666666667,15,car,0.6879294514656067,556,80,632,149,False,False
64,2.135466666666667,35,car,0.4353024959564209,988,275,1256,500,True,True
64,2.135466666666667,36,car,0.8520123958587646,809,56,888,121,False,False
64,2.135466666666667,37,car,0.7052256464958191,685,121,779,228,False,False
64,2.135466666666667,19,car,0.3880859315395355,676,28,730,76,False,False
64,2.135466666666667,62,car,0.44369107484817505,748,1,795,23,False,False
65,2.168833333333333,5,car,0.8057640194892883,810,586,968,720,True,True
65,2.168833333333333,15,car,0.6036797165870667,551,84,633,159,False,False
65,2.168833333333333,35,car,0.43851515650749207,995,301,1280,553,True,True
65,2.168833333333333,36,car,0.7542591094970703,812,58,896,128,False,False
65,2.168833333333333,37,car,0.6354405283927917,685,128,784,242,False,False
65,2.168833333333333,19,car,0.44935300946235657,676,30,731,79,False,False
65,2.168833333333333,62,car,0.635151207447052,747,1,799,25,False,False
66,2.2022,15,car,0.5744922161102295,546,90,633,171,False,False
66,2.2022,35,car,0.8460795283317566,997,330,1280,616,True,True
66,2.2022,36,car,0.7059828042984009,817,65,901,135,False,False
66,2.2022,37,car,0.6817917227745056,686,136,790,257,False,False
66,2.2022,19,car,0.4916823208332062,676,33,732,84,False,False
66,2.2022,62,car,0.5320126414299011,747,0,805,28,False,False
67,2.2355666666666667,15,car,0.5912137031555176,541,96,632,182,False,False
67,2.2355666666666667,35,car,0.8885115385055542,1003,362,1280,680,True,True
67,2.2355666666666667,36,car,0.8349787592887878,822,69,909,143,False,False
67,2.2355666666666667,37,car,0.6313661336898804,687,147,794,273,False,False
67,2.2355666666666667,19,car,0.5964993834495544,678,37,734,88,False,False
67,2.2355666666666667,62,car,0.4429779648780823,746,0,809,30,False,False
68,2.2689333333333335,15,car,0.6292905807495117,538,102,631,191,False,False
68,2.2689333333333335,35,car,0.8241316676139832,1035,401,1280,705,True,True
68,2.2689333333333335,36,car,0.7547551393508911,826,75,916,151,False,False
68,2.2689333333333335,37,car,0.6573492884635925,687,158,801,292,False,False
68,2.2689333333333335,19,car,0.6257328391075134,678,39,737,93,False,False
68,2.2689333333333335,62,car,0.6224157214164734,745,0,814,34,False,False
69,2.3023000000000002,15,car,0.6463850140571594,533,109,631,204,False,False
69,2.3023000000000002,35,car,0.7327204346656799,1081,449,1280,717,True,True
69,2.3023000000000002,36,car,0.7571648359298706,832,82,925,161,False,False
69,2.3023000000000002,37,car,0.6224972009658813,686,169,808,313,False,False
69,2.3023000000000002,19,car,0.7975340485572815,678,43,738,99,False,False
69,2.3023000000000002,62,car,0.6329178214073181,747,0,817,35,False,False
69,2.3023000000000002,68,car,0.5143740177154541,678,2,718,34,False,False
70,2.3356666666666666,15,car,0.5373862981796265,528,116,630,215,False,False
70,2.3356666666666666,36,car,0.771242618560791,838,88,934,170,False,False
70,2.3356666666666666,37,car,0.7213224768638611,687,182,816,335,False,False
70,2.3356666666666666,19,car,0.8408471941947937,679,47,740,105,False,False
70,2.3356666666666666,62,car,0.4084489345550537,749,0,821,38,False,False
70,2.3356666666666666,68,car,0.5144171118736267,678,3,720,36,False,False
71,2.3690333333333333,15,car,0.565481960773468,523,122,630,228,False,False
71,2.3690333333333333,36,car,0.6566134095191956,845,96,942,180,False,False
71,2.3690333333333333,37,car,0.5015183687210083,689,195,824,357,False,False
71,2.3690333333333333,19,car,0.7876315116882324,679,50,741,110,False,False
71,2.3690333333333333,62,car,0.4086376130580902,750,0,825,41,False,False
71,2.3690333333333333,68,car,0.3770388662815094,677,3,722,40,False,False
72,2.4024,15,car,0.5630658268928528,516,129,629,241,False,False
72,2.4024,36,car,0.6765688061714172,851,104,954,193,False,False
72,2.4024,37,car,0.5107800960540771,690,211,835,385,False,False
72,2.4024,19,car,0.6944865584373474,681,54,744,115,False,False
72,2.4024,62,car,0.5164194107055664,753,1,828,43,False,False
72,2.4024,68,car,0.3893122673034668,677,6,722,42,False,False
73,2.435766666666667,15,car,0.6263760328292847,508,137,627,258,False,False
73,2.435766666666667,36,car,0.6397743225097656,859,113,964,204,False,False
73,2.435766666666667,37,car,0.5419780015945435,691,228,847,417,False,False
73,2.435766666666667,19,car,0.7840912342071533,682,59,745,121,False,False
73,2.435766666666667,62,car,0.644758939743042,754,2,830,46,False,False
73,2.435766666666667,68,car,0.3390141427516937,676,6,724,45,False,False
73,2.435766666666667,72,truck,0.49641820788383484,694,230,845,422,False,False
74,2.469133333333333,15,car,0.6559659242630005,502,148,625,273,False,False
74,2.469133333333333,36,car,0.7109143733978271,867,121,975,215,False,False
74,2.469133333333333,37,car,0.5947717428207397,693,247,860,453,True,True
74,2.469133333333333,19,car,0.769641101360321,682,63,748,128,False,False
74,2.469133333333333,62,car,0.5644752383232117,754,2,832,49,False,False
74,2.469133333333333,68,car,0.338623970746994,676,7,725,47,False,False
74,2.469133333333333,72,truck,0.4288650453090668,696,248,858,455,False,False
75,2.5025,15,car,0.6630476117134094,494,157,625,292,False,False
75,2.5025,36,car,0.7630575299263,873,127,990,230,False,False
75,2.5025,37,truck,0.36097216606140137,696,267,878,493,True,True
75,2.5025,19,car,0.7706770896911621,682,68,749,135,False,False
75,2.5025,62,car,0.6372595429420471,759,6,833,52,False,False
75,2.5025,68,car,0.4332181215286255,675,9,725,50,False,False
75,2.5025,72,car,0.5292664170265198,700,270,877,497,False,False
76,2.5358666666666667,15,car,0.6552047729492188,487,169,621,309,False,False
76,2.5358666666666667,36,car,0.6310267448425293,879,132,1006,244,False,False
76,2.5358666666666667,19,car,0.7847970724105835,683,72,752,143,False,False
76,2.5358666666666667,62,car,0.6599850654602051,763,8,837,55,False,False
76,2.5358666666666667,68,car,0.45223644375801086,676,12,726,53,False,False
76,2.5358666666666667,72,car,0.5647310614585876,700,294,897,548,False,False
77,2.5692333333333335,15,car,0.6305598616600037,478,180,621,331,False,False
77,2.5692333333333335,36,car,0.7136927843093872,889,143,1021,260,False,False
77,2.5692333333333335,19,car,0.7098286151885986,682,78,754,150,False,False
77,2.5692333333333335,62,car,0.5645372271537781,763,6,841,58,False,False
77,2.5692333333333335,68,car,0.5470315217971802,678,17,725,56,False,False
77,2.5692333333333335,72,truck,0.6220744252204895,701,322,918,604,False,False
78,2.6026000000000002,15,car,0.7293885946273804,468,193,619,353,False,False
78,2.6026000000000002,36,car,0.6916942000389099,899,155,1039,279,False,False
78,2.6026000000000002,19,car,0.7295337319374084,683,83,757,159,False,False
78,2.6026000000000002,62,car,0.40861621499061584,766,9,844,61,False,False
78,2.6026000000000002,68,car,0.4925602376461029,680,20,725,59,False,False
78,2.6026000000000002,72,car,0.5009329319000244,702,353,947,672,False,False
79,2.6359666666666666,15,car,0.7776240110397339,458,208,617,379,False,False
79,2.6359666666666666,36,car,0.653138279914856,910,167,1059,300,False,False
79,2.6359666666666666,19,car,0.8350723385810852,686,89,760,166,False,False
79,2.6359666666666666,62,car,0.6784309148788452,772,16,843,65,False,False
79,2.6359666666666666,68,car,0.43717461824417114,680,23,726,62,False,False
79,2.6359666666666666,72,car,0.752469003200531,717,389,966,713,False,False
80,2.6693333333333333,15,car,0.7486916184425354,446,223,615,408,False,False
80,2.6693333333333333,36,car,0.7275643944740295,923,182,1082,324,False,False
80,2.6693333333333333,19,car,0.7551648020744324,687,95,764,176,False,False
80,2.6693333333333333,62,car,0.66187584400177,774,18,847,69,False,False
80,2.6693333333333333,68,car,0.47023069858551025,680,25,728,66,False,False
80,2.6693333333333333,72,car,0.6674023866653442,742,432,971,720,True,True
80,2.6693333333333333,61,truck,0.4204968512058258,657,0,736,67,False,False
81,2.7027,15,car,0.7971928119659424,430,241,613,444,True,True
81,2.7027,36,car,0.7250570058822632,938,199,1106,350,False,False
81,2.7027,19,car,0.7426944375038147,686,102,768,187,False,False
81,2.7027,62,car,0.6348910331726074,777,21,850,74,False,False
81,2.7027,68,car,0.5337420105934143,680,28,729,70,False,False
81,2.7027,72,car,0.3463616371154785,768,482,967,720,True,True
81,2.7027,61,truck,0.41088634729385376,657,0,737,70,False,False
82,2.736066666666667,15,car,0.8634446263313293,415,262,610,481,True,True
82,2.736066666666667,36,car,0.7892369031906128,952,216,1136,381,False,False
82,2.736066666666667,19,car,0.68797767162323,686,109,771,198,False,False
82,2.736066666666667,62,car,0.7463511824607849,781,26,852,78,False,False
82,2.736066666666667,68,car,0.40797439217567444,681,31,730,73,False,False
82,2.736066666666667,61,truck,0.2994138300418854,657,0,737,72,False,False
82,2.736066666666667,73,car,0.49164238572120667,752,0,794,20,False,False
83,2.769433333333333,15,car,0.8012189865112305,398,285,608,523,True,True
83,2.769433333333333,36,car,0.7209547162055969,967,233,1171,417,True,True
83,2.769433333333333,19,car,0.7163641452789307,687,116,776,211,False,False
83,2.769433333333333,62,car,0.5795972943305969,785,30,855,82,False,False
